Species	Num_assemblies	Kingdom	Phylum	Class	Order	Family	Genus
Xanthomonas phaseoli	116	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas
Xanthomonas oryzae	114	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas
Clostridium sp.	113	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
Aeromonas hydrophila	112	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
Streptococcus oralis	112	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Pseudomonas fluorescens	109	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Clostridium sporogenes	109	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
Ralstonia solanacearum	109	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia
Staphylococcus capitis	108	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
Elusimicrobia bacterium	108	Bacteria	Elusimicrobia	NA	NA	NA	NA
Vibrio crassostreae	107	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
uncultured Myxococcales bacterium	105	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA
Bacillus pumilus	105	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Ligilactobacillus salivarius	105	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus
Borreliella burgdorferi	105	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella
Acidimicrobiaceae bacterium	104	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	NA
Pyricularia oryzae	104	Eukaryota	Ascomycota	Sordariomycetes	Magnaporthales	Pyriculariaceae	Pyricularia
uncultured Nitrosomonadales bacterium	103	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	NA	NA
Burkholderia stagnalis	103	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia
Enterobacter roggenkampii	102	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter
Streptococcus salivarius	102	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
uncultured planctomycete	102	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	NA	NA
Rhodocyclaceae bacterium	100	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	NA
uncultured Candidatus Marinimicrobia bacterium	100	Bacteria	Candidatus Marinimicrobia	NA	NA	NA	NA
Thermoplasmata archaeon	100	Archaea	Candidatus Thermoplasmatota	Thermoplasmata	NA	NA	NA
Staphylococcus chromogenes	100	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
Rikenellaceae bacterium	100	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	NA
Armatimonadetes bacterium	99	Bacteria	Armatimonadetes	NA	NA	NA	NA
Ignavibacteria bacterium	98	Bacteria	Ignavibacteriae	Ignavibacteria	NA	NA	NA
Candidatus Uhrbacteria bacterium	98	Bacteria	Candidatus Uhrbacteria	NA	NA	NA	NA
Desulfobacteraceae bacterium	96	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	NA
Aeromonas caviae	96	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
Agrobacterium tumefaciens	96	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Agrobacterium
Escherichia fergusonii	95	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
uncultured cyanobacterium	95	Bacteria	Cyanobacteria	NA	NA	NA	NA
uncultured Firmicutes bacterium	95	Bacteria	Firmicutes	NA	NA	NA	NA
Borreliella garinii	94	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella
Rickettsiales bacterium	93	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
Bordetella pertussis	93	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella
uncultured Alistipes sp.	92	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
Listeria booriae	92	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria
uncultured Spartobacteria bacterium	92	Bacteria	Verrucomicrobia	Spartobacteria	NA	NA	NA
uncultured Acidimicrobium sp.	92	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidimicrobium
uncultured Flavobacteriaceae bacterium	91	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA
Candidatus Pacebacteria bacterium	91	Bacteria	Candidatus Pacebacteria	NA	NA	NA	NA
Raoultella ornithinolytica	90	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Raoultella
Lactobacillus crispatus	90	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Saccharomyces cerevisiae	90	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces
Phycisphaerales bacterium	89	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	NA	NA
Bifidobacterium breve	89	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Staphylococcus saprophyticus	89	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
Parabacteroides distasonis	88	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides
hydrothermal vent metagenome	88	NA	NA	NA	NA	NA	NA
Burkholderia vietnamiensis	87	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia
Selenomonadaceae bacterium	87	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	NA
Candidatus Pacearchaeota archaeon	86	Archaea	NA	NA	NA	NA	NA
Pelagibacteraceae bacterium	86	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	NA
uncultured Geobacteraceae bacterium	86	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	NA
Aeromonas veronii	85	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
Pseudomonadales bacterium	85	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	NA	NA
Thaumarchaeota archaeon	85	Archaea	Thaumarchaeota	NA	NA	NA	NA
Sulfitobacter mediterraneus	85	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter
Streptococcus dysgalactiae	84	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Candidatus Eremiobacteraeota bacterium	84	Bacteria	Candidatus Eremiobacteraeota	NA	NA	NA	NA
Candidatus Cloacimonetes bacterium	83	Bacteria	Candidatus Cloacimonetes	NA	NA	NA	NA
Leptospira borgpetersenii	83	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira
SAR202 cluster bacterium	83	Bacteria	Chloroflexi	NA	NA	NA	NA
Bacteroides ovatus	82	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
uncultured Solirubrobacterales bacterium	82	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	NA	NA
Phenylobacterium sp.	81	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium
Streptococcus thermophilus	80	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Xanthomonas arboricola	80	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas
Salmonella bongori	80	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Xanthomonas vasicola	80	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas
Candidatus Thorarchaeota archaeon	80	Archaea	Candidatus Thorarchaeota	NA	NA	NA	NA
Enterococcus lactis	79	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
Porticoccaceae bacterium	79	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	NA
Arabidopsis thaliana	79	Eukaryota	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabidopsis
Mycoplasma hyorhinis	78	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma
uncultured Dehalococcoidia bacterium	78	Bacteria	Chloroflexi	Dehalococcoidia	NA	NA	NA
Sphingomonadales bacterium	78	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	NA	NA
Limosilactobacillus reuteri	78	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus
uncultured Sutterella sp.	78	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
Eubacterium rectale	77	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	NA
Halieaceae bacterium	76	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	NA
Eggerthellaceae bacterium	76	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	NA
Bifidobacterium pseudolongum	76	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Weissella confusa	76	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella
Mycoplasma pneumoniae	76	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma
Nitrospira sp.	75	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira
Desulfobacterales bacterium	75	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	NA	NA
Peptococcaceae bacterium	75	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptococcaceae	NA
Burkholderia ambifaria	75	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia
Akkermansiaceae bacterium	75	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	NA
uncultured Eubacterium sp.	75	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium
Bordetella bronchiseptica	75	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella
Sphingomonas koreensis	75	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
Blautia wexlerae	74	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Blautia
uncultured Acidobacteria bacterium	73	Bacteria	Acidobacteria	NA	NA	NA	NA
Akkermansia muciniphila	73	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia
Fibrobacter sp.	73	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter
Opitutales bacterium	72	Bacteria	Verrucomicrobia	Opitutae	Opitutales	NA	NA
Bacillus licheniformis	72	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Clostridium beijerinckii	72	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
candidate division WOR-3 bacterium	72	Bacteria	candidate division WOR-3	NA	NA	NA	NA
Streptococcus pseudopneumoniae	72	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
uncultured Micrococcales bacterium	71	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	NA	NA
Leuconostoc mesenteroides	71	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc
Staphylococcus hominis	71	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
Methanobrevibacter sp.	71	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter
uncultured Porphyromonadaceae bacterium	71	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA
uncultured Candidatus Poseidoniales archaeon	71	Archaea	Candidatus Thermoplasmatota	Candidatus Poseidoniia	Candidatus Poseidoniales	NA	NA
uncultured Ferrovum sp.	71	Bacteria	Proteobacteria	Betaproteobacteria	Ferrovales	Ferrovaceae	Ferrovum
Gilliamella apicola	71	Bacteria	Proteobacteria	Gammaproteobacteria	Orbales	Orbaceae	Gilliamella
Citrobacter braakii	69	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter
Prochlorococcus marinus	69	Bacteria	Cyanobacteria	NA	Synechococcales	Prochlorococcaceae	Prochlorococcus
Candidatus Peregrinibacteria bacterium	69	Bacteria	Candidatus Peregrinibacteria	NA	NA	NA	NA
Ignavibacteriales bacterium	68	Bacteria	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	NA	NA
uncultured Clostridia bacterium	68	Bacteria	Firmicutes	Clostridia	NA	NA	NA
uncultured Tenericutes bacterium	68	Bacteria	Tenericutes	NA	NA	NA	NA
Serratia ureilytica	68	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia
Candidatus Micrarchaeota archaeon	68	Archaea	Candidatus Micrarchaeota	NA	NA	NA	NA
Thermoguttaceae bacterium	68	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Thermoguttaceae	NA
uncultured archaeon	68	Archaea	NA	NA	NA	NA	NA
uncultured Synechococcaceae cyanobacterium	68	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	NA
Crocinitomicaceae bacterium	67	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae	NA
Epsilonproteobacteria bacterium	67	Bacteria	Proteobacteria	Epsilonproteobacteria	NA	NA	NA
Enterobacter kobei	67	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter
Xylella fastidiosa	67	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xylella
Candidatus Methanomethylophilaceae archaeon	67	Archaea	Candidatus Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Candidatus Methanomethylophilaceae	NA
Candidatus Aminicenantes bacterium	67	Bacteria	Candidatus Aminicenantes	NA	NA	NA	NA
Erysipelatoclostridium ramosum	66	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium
Burkholderia contaminans	66	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia
Pantoea agglomerans	66	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea
Solobacterium sp.	66	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium
Aggregatibacter actinomycetemcomitans	66	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter
Candidatus Kaiserbacteria bacterium	65	Bacteria	Candidatus Kaiserbacteria	NA	NA	NA	NA
Lagorchestes hirsutus	65	Eukaryota	Chordata	Mammalia	Diprotodontia	Macropodidae	Lagorchestes
Haemophilus parainfluenzae	65	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
Streptococcus uberis	65	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Mammaliicoccus sciuri	64	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Mammaliicoccus
Collinsella aerofaciens	64	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella
Polynucleobacter paneuropaeus	64	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter
Bifidobacterium animalis	63	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Defluviitaleaceae bacterium	63	Bacteria	Firmicutes	Clostridia	Eubacteriales	Defluviitaleaceae	NA
Thermoprotei archaeon	63	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
uncultured Candidatus Saccharibacteria bacterium	62	Bacteria	Candidatus Saccharibacteria	NA	NA	NA	NA
Streptococcus sanguinis	62	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Spirochaetia bacterium	62	Bacteria	Spirochaetes	Spirochaetia	NA	NA	NA
Candidatus Gastranaerophilales bacterium	62	Bacteria	Candidatus Melainabacteria	NA	Candidatus Gastranaerophilales	NA	NA
Spirochaetes bacterium	62	Bacteria	Spirochaetes	NA	NA	NA	NA
Anaerostipes hadrus	61	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Anaerostipes
Streptococcus gordonii	61	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Streptococcus parasanguinis	61	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Actinomycetales bacterium	61	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	NA	NA
Candidatus Parcubacteria bacterium	61	Bacteria	Candidatus Parcubacteria	NA	NA	NA	NA
Cryomorphaceae bacterium	61	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	NA
Balneolaceae bacterium	61	Bacteria	Balneolaeota	Balneolia	Balneolales	Balneolaceae	NA
Veillonella sp.	61	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
Akkermansia sp.	61	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia
Haemophilus haemolyticus	61	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
uncultured Acetobacteraceae bacterium	61	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	NA
Ruminococcus gnavus	60	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Mediterraneibacter
uncultured Acidobacteriia bacterium	60	Bacteria	Acidobacteria	Acidobacteriia	NA	NA	NA
viral metagenome	60	NA	NA	NA	NA	NA	NA
Candidatus Nealsonbacteria bacterium	60	Bacteria	Candidatus Nealsonbacteria	NA	NA	NA	NA
Clostridium chauvoei	60	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
Ralstonia pickettii	60	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia
Thiotrichales bacterium	60	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	NA	NA
Opitutae bacterium	60	Bacteria	Verrucomicrobia	Opitutae	NA	NA	NA
Lentisphaerae bacterium	60	Bacteria	Lentisphaerae	NA	NA	NA	NA
Clavibacter michiganensis	60	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Clavibacter
Nitriliruptoraceae bacterium	60	Bacteria	Actinobacteria	Nitriliruptoria	Nitriliruptorales	Nitriliruptoraceae	NA
uncultured Faecalibacterium sp.	60	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Faecalibacterium
Agrobacterium rhizogenes	60	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Agrobacterium
uncultured Candidatus Micrarchaeota archaeon	60	Archaea	Candidatus Micrarchaeota	NA	NA	NA	NA
Oryza rufipogon	60	Eukaryota	Streptophyta	Magnoliopsida	Poales	Poaceae	Oryza
Pseudomonas stutzeri	59	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
uncultured Synechococcus sp.	59	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus
Staphylococcus warneri	59	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
Junonia evarete	59	Eukaryota	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Junonia
marine sediment metagenome	59	NA	NA	NA	NA	NA	NA
uncultured Sphingomonadales bacterium	59	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	NA	NA
Yersinia ruckeri	59	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia
Parcubacteria group bacterium	58	Bacteria	NA	NA	NA	NA	NA
Nitrospina sp.	58	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina
Lactobacillus helveticus	58	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Bifidobacterium bifidum	58	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Vibrio splendidus	58	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
Glaesserella parasuis	58	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Glaesserella
Coriobacteriaceae bacterium	57	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	NA
Bacillus amyloliquefaciens	57	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Klebsiella grimontii	57	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella
uncultured Gemmatimonadetes bacterium	57	Bacteria	Gemmatimonadetes	NA	NA	NA	NA
Staphylococcus cohnii	57	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
Pseudomonas sp.	57	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Anaerolineaceae bacterium	56	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA
Candidatus Hydrogenedentes bacterium	56	Bacteria	Candidatus Hydrogenedentes	NA	NA	NA	NA
Pseudomonas syringae group genomosp. 3	56	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Desulfovibrio sp.	55	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
uncultured Veillonella sp.	55	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
Aureobasidium pullulans	55	Eukaryota	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium
bioreactor metagenome	55	NA	NA	NA	NA	NA	NA
Nitrosopumilus sp.	55	Archaea	Thaumarchaeota	NA	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus
Vibrio campbellii	55	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
Staphylococcus simulans	55	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
Rhodobiaceae bacterium	54	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhodobiaceae	NA
Phocaeicola dorei	54	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola
Solirubrobacterales bacterium	54	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	NA	NA
uncultured Streptococcus sp.	54	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Streptococcus anginosus	54	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Shewanella algae	54	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella
Bacillus safensis	53	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
uncultured Phycisphaerales bacterium	53	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	NA	NA
candidate division Zixibacteria bacterium	53	Bacteria	candidate division Zixibacteria	NA	NA	NA	NA
Citrobacter amalonaticus	53	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter
Acidaminococcaceae bacterium	53	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	NA
Xanthomonadales bacterium	52	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	NA	NA
Staphylococcus xylosus	52	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
Tritonibacter mobilis	52	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Tritonibacter
Leptospira santarosai	52	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira
algae metagenome	52	NA	NA	NA	NA	NA	NA
Snodgrassella alvi	52	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Snodgrassella
Enterococcus durans	51	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
uncultured Actinomyces sp.	51	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces
Xanthomonas campestris	51	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas
Collinsella sp.	51	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella
Candidatus Nomurabacteria bacterium	50	Bacteria	Candidatus Nomurabacteria	NA	NA	NA	NA
Fusicatenibacter saccharivorans	50	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Fusicatenibacter
Ruegeria arenilitoris	50	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Ruegeria
Priestia megaterium	50	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Priestia
Aureobasidium melanogenum	50	Eukaryota	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium
Candidatus Falkowbacteria bacterium	50	Bacteria	Candidatus Falkowbacteria	NA	NA	NA	NA
uncultured Anaerolineae bacterium	50	Bacteria	Chloroflexi	Anaerolineae	NA	NA	NA
Methylobacterium sp.	49	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Methylobacterium
uncultured Opitutaceae bacterium	49	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	NA
uncultured Blautia sp.	49	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Blautia
Phascolarctobacterium sp.	49	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium
Coriobacteriia bacterium	49	Bacteria	Actinobacteria	Coriobacteriia	NA	NA	NA
Mycobacteroides chelonae	49	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacteroides
Victivallales bacterium	49	Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	NA	NA
